gid_0,country,gid_1,internet_women,internet_men,internet_fm_ratio,mobile_women,mobile_men,mobile_fm_ratio,internet_women_national,internet_men_national,internet_fm_ratio_national,mobile_women_national,mobile_men_national,mobile_fm_ratio_national
BLZ,Belize,BLZ.2_1,0.8637,0.94174,1,0.7853,0.89762,0.95435,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.2_1,0.8637,0.94174,1,0.7853,0.89762,0.95435,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.2_1,0.8637,0.94174,1,0.7853,0.89762,0.95435,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.2_1,0.8637,0.94174,1,0.7853,0.89762,0.95435,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.2_1,0.8637,0.94174,1,0.7853,0.89762,0.95435,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.2_1,0.8637,0.94174,1,0.7853,0.89762,0.95435,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.2_1,0.8637,0.94174,1,0.7853,0.89762,0.95435,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.2_1,0.8637,0.94174,1,0.7853,0.89762,0.95435,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.2_1,0.8637,0.94174,1,0.7853,0.89762,0.95435,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.2_1,0.8637,0.94174,1,0.7853,0.89762,0.95435,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.3_1,0.54867,0.66625,0.94897,0.73826,0.83615,0.98747,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.4_1,0.90109,0.98457,1,0.83333,0.9286,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.5_1,0.87509,0.96051,1,0.7822,0.94927,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BLZ,Belize,BLZ.6_1,0.89378,0.97383,1,0.79089,0.94342,1,0.85763,0.93712,1,0.79473,0.92641,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.3_1,0.86291,0.92732,1,0.76732,0.93723,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.1_1,0.82822,0.92372,1,0.80754,0.93923,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.2_1,0.87925,0.95793,1,0.84786,0.97598,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.4_1,0.85316,0.94238,1,0.84126,0.97676,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.5_1,0.85581,0.93968,1,0.84023,0.97648,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
BOL,Bolivia,BOL.6_1,0.86646,0.92387,1,0.80081,0.95614,1,0.87383,0.95631,1,0.82297,0.97183,1
